item,item_id,id_count,item_id_raw,description,division,date_quote_s,date_quote_e,desc_appearances,date_start,date_end,coicop4_id,group,n_shops,p_min,p_max,p_mean,p_med,p_sd,coicop5_id,order,to_adjust_id,max_id,n_obs,span,spanrank,chartrank,meat_fish,track_kg,kg,to_adjust
738,430516,1,430516,DISH WASHER LIQUID  1 LITRE,5,199102,199701,1,37,108,50601,506,172,.99000001,5.29,3.0821247,3.1300001,.42416495,0,497,,430516,12703,71,940,948,,RE,0,
739,430517,1,430517,LIGHT BULB-PACK OF 2-SPECIFY W,5,199302,199801,1,61,120,50500,505,136,.2,2.3900001,1.0277934,.94999999,.34186494,0,850,,430517,9993,59,983,992,, W,0,
740,430518,1,430518,REFUSE SACK FROM PACK OF 10-20,5,199302,202201,1,61,408,50601,506,217,.23999999,4.1999998,1.9080853,1.89,.70349991,5060102,1089,,430518,50333,347,164,165,,20,0,
741,430519,1,430519,WASHING POWDER - AUTOMATIC,5,199302,201901,1,61,372,50601,506,220,.69,8.5900002,3.0417299,2.79,1.1055931,5060101,1304,,430519,58267,311,208,211,,IC,0,
742,430520,1,430520,WASHING MACHINE-  LIQUID,5,199302,200401,1,61,192,50601,506,192,.88999999,9.9899998,3.4143708,3.49,.98150557,0,1303,,430520,19013,131,693,700,,ID,0,
743,430521,1,430521,TOILET ROLLS- 8 TO 10 PACK,12,199402,200401,1,73,192,120102,1201,191,.88999999,6.1900001,3.6129861,3.79,.65712875,0,1253,,430521,14845,119,748,761,,CK,0,
744,430522,1,430522,DISH WASHER POWDER-1KG-3KG,5,199702,200401,1,109,192,50601,506,156,1.42,9.5,3.8631978,3.1900001,1.4760664,0,498,,430522,10435,83,893,916,,KG,0,
745,430523,1,430523,AIR FRESHENER AEROSOL SPRAY,5,199802,200301,1,121,180,50601,506,138,.41,1.99,1.0711292,1.05,.32529354,0,131,,430523,8953,59,983,998,,AY,0,
746,430524,1,430524,LIGHT BULB,5,199802,202303,1,121,422,50500,505,172,.1,8.5,1.6181666,.99000001,1.4252145,5050202,848,,430524,34007,301,213,219,,LB,0,
747,430525,2,430525,CLEAR STICKY TAPE,5,199902,202303,2,133,422,50601,506,186,.15000001,5.9499998,1.5275364,1.48,.83556563,5060102,53,1,430525,138866,289,223,223,,PE,0,
747,430525,2,430525,CLEAR STICKY TAPE,9,199902,202303,2,133,422,90503,905,186,.15000001,5.9499998,1.5275364,1.48,.83556563,0,52,1,430525,138866,289,223,223,,PE,0,
748,430526,1,430526,GREETINGS CARD; STATE CODE,9,200102,202303,1,157,422,90503,905,176,.25,6.9899998,1.8460151,1.75,.78103673,9050300,729,,430526,70558,265,260,265,,DE,0,
749,430527,1,430527,A4 PRINTER PAPER (500 REAM),9,200802,202303,1,241,422,90503,905,147,1.6900001,30,5.2427826,4.9899998,2.1291871,9050401,123,,430527,30372,181,526,532,,M),0,
750,430528,1,430528,CLEANING CLOTHS,5,200202,200401,1,169,192,50601,506,82,.41,2.55,1.2466903,1.1900001,.37667698,0,396,,430528,2686,23,1157,1182,,HS,0,
751,430529,1,430529,BLEACH 750ML,5,200302,202303,1,181,422,50601,506,141,.33000001,3.99,.93214041,.98000002,.30090481,5060101,188,,430529,33657,241,320,338,,ML,0,
752,430530,1,430530,BLACK INKJET CARTRIDGE,9,200302,202303,1,181,422,90503,905,172,.98000002,63.990002,19.817936,19,8.4398451,9050409,184,,430530,61754,241,320,326,,GE,0,
753,430531,1,430531,FABRIC CONDITIONER 500ML-1.5LT,5,200402,202303,1,193,422,50601,506,136,.25,7.6999998,1.6320113,1.5,.75820971,5060101,576,,430531,29191,229,353,381,,LT,0,
754,430532,1,430532,DISHWASHER TABLETS PACK OF 32,5,200402,200501,1,193,204,50601,506,39,1.99,7.6900001,5.494338,5.98,1.3937737,0,506,,430532,959,11,1217,1286,,32,0,
755,430533,1,430533,KITCHEN ROLL PK OF 2-4 SPECIFY,5,200402,202303,1,193,422,50601,506,138,.49000001,11,1.7710671,1.6,.73891151,5060102,812,,430533,29761,229,353,379,,FY,0,
756,430534,1,430534,DISHCLOTHS PACK OF 10,5,200402,200601,1,193,216,50601,506,55,.38,2.99,1.030777,.99000001,.29969233,0,500,,430534,1995,23,1157,1188,,10,0,
757,430535,1,430535,SHEET OF WRAPPING PAPER,9,200502,202303,1,205,422,90503,905,153,.059999999,7,.83917481,.64999998,.51558447,9050401,1165,,430535,61391,217,404,405,,ER,0,
758,430536,1,430536,TOILET ROLLS,12,200502,202303,1,205,422,120102,1201,136,.41,4.29,1.985224,1.98,.40545085,12010302,1251,,430536,32523,217,404,414,,LS,0,
759,430537,1,430537,DISHWASHER TABLETS,5,200502,201501,1,205,324,50601,506,7,1,12,4.8343043,4.48,1.8898245,0,504,,430537,7806,119,748,767,,TS,0,
760,430538,1,430538,DISHWASHER TABLETS PACK 16-45,5,201502,202303,1,325,422,50601,506,107,1.5,21.99,5.2194371,4.9899998,2.5791893,5060101,505,,430538,20435,97,833,841,,45,0,
761,430539,1,430539,DRYCELL BATTERY 4 PACK EG AA,5,201802,202303,1,361,422,50500,505,92,1,10,4.4143152,4.1999998,1.2934324,5050202,535,,430539,14609,61,965,974,,AA,0,
762,430540,1,430540,WASHING LIQUID 800ML/1.5LTR,5,201902,202303,1,373,422,50601,506,88,1.49,10,4.8042288,4.5,1.6660134,5060101,1296,,430540,10282,49,1016,1026,,TR,0,
763,430541,1,430541,LIGHT BULB SMART/WIFI,,202102,202303,1,397,422,,,16,5,42.48,18.103182,15,7.307744,,849,,430541,4344,25,1144,1152,,FI,0,
764,430542,1,430542,SURFACE WIPES ANTIBACTERIAL,,202202,202303,1,409,422,,,77,.79000002,6,2.1491511,2,1.0506617,,1224,,430542,3157,13,1199,1206,,AL,0,
765,430543,1,430543,BIN LINERS KITCHEN USE,,202202,202303,1,409,422,,,77,.68000001,6,2.4865496,2.3499999,1.0356221,,179,,430543,2991,13,1199,1208,,SE,0,
766,430601,1,430601,DOG FOOD CAN 1,,199601,199601,1,96,96,,,100,.40000001,.58999997,.46308059,.46000001,.02209262,,513,,430601,211,0,1317,1333,, 1,0,
767,430602,1,430602,CAT FOOD CAN 1,,199601,199601,1,96,96,,,99,.41999999,.55000001,.46143541,.46000001,.017619014,,289,,430602,209,0,1317,1335,, 1,0,
768,430604,1,430604,DOG FOOD CAN 2,,199601,199601,1,96,96,,,101,.17,.81999999,.38942584,.38999999,.0764957,,514,,430604,209,0,1317,1336,, 2,0,
769,430605,1,430605,CAT FOOD CAN 2,,199601,199601,1,96,96,,,99,.17,.73000002,.40765551,.41,.056989845,,290,,430605,209,0,1317,1334,, 2,0,
770,430608,1,430608,DOG MIXER/MEAL,9,198903,200301,1,14,180,90304,903,209,.34999999,10.95,2.0456929,1.99,.63484371,0,518,,430608,23787,166,605,605,,AL,0,
771,430610,1,430610,DOG BOWL - PLASTIC,,199601,199601,1,96,96,,,50,.44999999,3.99,1.6864445,1.85,.61018014,,512,,430610,90,0,1317,1357,,IC,0,
772,430611,1,430611,CAT LITTER,9,199402,200301,1,73,180,90304,903,195,.49000001,7.4899998,2.2848039,2.1900001,.84502369,0,294,,430611,15219,107,791,820,,ER,0,
773,430612,1,430612,VET FEES-SPAY KITTEN 6 MONTHS,9,199402,201101,1,73,276,90304,903,388,10,110.88,43.629047,41.5,13.058125,0,1279,,430612,29714,203,467,480,,HS,0,
774,430613,1,430613,DOG FOOD-CAN-385-400GM,9,199602,202303,1,97,422,90304,903,219,.19,3.79,.58854449,.55000001,.26965556,9030402,515,,430613,68600,325,175,176,,GM,0,
775,430614,1,430614,CAT FOOD-CAN-385-400GM,9,199602,200901,1,97,252,90304,903,207,.17,1.39,.496883,.47999999,.091247253,0,293,,430614,22711,155,617,631,,GM,0,
776,430615,1,430615,FLEA COLLAR FOR CAT OR DOG,9,199602,200201,1,97,168,90304,903,226,.99000001,5.9499998,2.9456594,2.8900001,.64386684,0,593,,430615,9031,71,940,955,,OG,0,
777,430616,1,430616,DRY CAT FOOD UPTO 1KG PACK/BOX,9,199902,200301,1,133,180,90304,903,111,.41,6.9899998,1.0168784,.81999999,.82156014,0,531,,430616,6391,47,1032,1059,,OX,0,
778,430617,1,430617,ANIMAL CAGE (E.G FOR GERBIL),9,200202,202303,1,169,422,90304,903,179,7.8000002,199.99001,29.164499,26.99,12.963093,9030402,134,,430617,28292,253,290,308,,L),0,
779,430618,1,430618,PET FLEA DROPS,9,200202,200601,1,169,216,90304,903,145,1.33,25.16,3.7937465,3.25,1.5378122,0,999,,430618,5453,47,1032,1065,,PS,0,
780,430619,1,430619,COMPLETE DRY DOG FOOD 1-3KG,9,200302,201901,1,181,372,90304,903,136,.89999998,17.49,4.2028775,3.5899999,2.072994,9030402,421,,430619,23260,191,496,521,,KG,0,
781,430620,1,430620,CAT FOOD POUCH 85-100G,9,200302,200501,1,181,204,90304,903,91,.12,.99000001,.29542384,.27000001,.077173553,0,291,,430620,3079,23,1157,1175,,0G,0,
782,430621,1,430621,ANNUAL BOOSTER INJECTION,9,200302,202303,1,181,422,90304,903,308,10,125,36.326908,35,9.8121281,9030500,135,,430621,37230,241,320,335,,ON,0,
783,430622,1,430622,DOG KENNEL FEES DAILY CHARGE,9,200302,202303,1,181,422,90304,903,550,2,65,11.337508,10,4.706852,9030500,516,,430622,47789,241,320,331,,GE,0,
784,430623,1,430623,SMALL CAGED MAMMAL,9,200502,202303,1,205,422,90304,903,142,2.5,60,13.172818,10,8.126358,9030401,1178,,430623,21472,217,404,424,,AL,0,
785,430624,1,430624,CAT FOOD POUCH-IND-85G-100G,9,200902,202303,1,253,422,90304,903,117,.14,1.6900001,.44718668,.41999999,.16281964,9030402,292,,430624,24519,169,567,570,,0G,0,
786,430625,1,430625,WILD BIRD SEED PACK 500G-2KG,9,201402,202303,1,313,422,90304,903,91,.69,9.79,2.8722217,2.6500001,1.8033595,9030402,1327,,430625,15848,109,779,787,,KG,0,
787,430626,1,430626,"DOG TREATS,SPEC,TYPE 70-400G",9,201902,202303,1,373,422,90304,903,97,.5,9.9899998,1.6771243,1.49,.95871884,9030402,519,,430626,11875,49,1016,1022,,0G,0,
788,430627,1,430627,PET COLLAR DOG / CAT,,202202,202303,1,409,422,,,87,1.5,40,12.030656,7.5,10.873816,,998,,430627,2531,13,1199,1213,,AT,0,
789,440101,1,440101,DOMESTIC CLEANER HOURLY RATE,5,198802,202303,1,1,422,50602,506,804,1.5,55,8.9026413,9,5.4141273,5060209,520,,440101,74670,421,1,66,,TE,0,
790,440102,1,440102,WOMEN'S SHOE RPR HEEL-RUBBER,3,198802,200301,1,1,180,30200,302,260,.89999998,14.5,3.2744393,3,1.185935,0,1371,,440102,49430,179,538,543,,ER,0,
791,440103,1,440103,LAUNDRETTE CHARGE 1 LOAD WASH,3,198802,200301,1,1,180,30104,301,263,.5,10,1.993065,2,.7821545,0,837,,440103,40218,179,538,548,,SH,0,
792,440104,1,440104,DRY CLEANING-MAN'S SUIT,3,198802,202303,1,1,422,30104,301,254,1.7,37.75,8.8339901,7.9899998,3.2211833,3010401,532,,440104,111009,421,1,32,,IT,0,
793,440105,1,440105,DRIVING LESSON 1 HOUR,7,198802,202303,1,1,422,70204,702,842,6.5,52,18.881166,19,5.8501091,7020403,530,,440105,101527,421,1,41,,UR,0,
794,440110,1,440110,DOG KENNEL-DAILY BOARDING FEE,9,198802,200301,1,1,180,90304,903,297,1.8,19.75,5.1835008,5,1.8367944,0,517,,440110,39421,179,538,551,,EE,0,
795,440111,2,440111,CHILD-MINDER WEEKLY RATE/CHILD,12,199202,200101,2,49,156,120700,1207,298,1.8,200,66.585236,65,21.41581,0,46,1,440111,39364,107,791,797,,LD,0,
795,440111,2,440111,CHILD-MINDER WEEKLY RATE/CHILD,12,199202,200101,2,49,156,120400,1204,298,1.8,200,66.585236,65,21.41581,0,47,1,440111,39364,107,791,797,,LD,0,
796,440113,1,440113,WINDOW-CLEAN 3-BED SEMI,5,199502,202303,1,85,422,50602,506,784,.80000001,120,11.369574,8,10.350447,5060209,1328,,440113,66919,337,166,168,,MI,0,
797,440114,1,440114,WATCH REPAIR-CLEAN AND SERVICE,12,199702,200901,1,109,252,120301,1203,214,1.99,320,45.635365,36,30.431831,0,1309,,440114,31785,143,656,663,,CE,0,
798,440116,1,440116,WASHING MACHINE REPAIR,5,199902,202303,1,133,422,50303,503,469,5,200,47.181145,45,19.924524,5030300,1301,,440116,34760,289,223,241,,IR,0,
799,440117,1,440117,TV REPAIR,9,199902,200801,1,133,240,90105,901,324,5,149.23,35.747948,35,14.299907,0,1261,,440117,14160,107,791,823,,IR,0,
800,440118,1,440118,PC REPAIR,9,199902,202303,1,133,422,90105,901,495,10,216,51.272621,45,26.045017,9010500,988,,440118,32283,289,223,242,,IR,0,
801,440119,1,440119,HOME REMOVALS (BASIC CHARGE),7,200102,200401,1,157,192,70302,703,152,25,1175,341.84952,352.5,166.1554,0,778,,440119,4322,35,1096,1120,,E),0,
802,440120,1,440120,CHILD MINDER - HOURLY RATE,12,200102,202303,1,157,422,120400,1204,765,1,55,3.5871048,3.5,1.8529347,12040001,312,,440120,51408,265,260,271,,TE,0,
803,440121,1,440121,"EVENT CATERING, SET MENU, COST",11,200102,202303,1,157,422,110101,1101,453,1.2,76.949997,15.171165,11.95,11.257088,11010101,570,,440121,28827,265,260,281,,ST,0,
804,440123,1,440123,HOME REMOVAL- 1 VAN,7,200402,202303,1,193,422,70302,703,346,20,2400,441.54202,450,223.36327,7030602,777,,440123,26762,229,353,383,,AN,0,
805,440125,1,440125,GARDENER HOURLY RATE,5,200502,201401,1,205,312,50602,506,185,6,95,17.66703,15,8.5196018,0,690,,440125,10030,107,791,829,,TE,0,
806,440126,1,440126,WEEKLY NANNY FEES,5,200502,202303,1,205,422,50602,506,200,7,1000,431.5318,420,130.26572,5060201,1310,,440126,10983,217,404,428,,ES,0,
807,440127,2,440127,MONTHLY SELF STORAGE FEE,12,200502,202303,2,205,422,120700,1207,219,4.1599998,350,91.157143,80.169998,42.120823,12070004,86,1,440127,52292,217,404,406,,EE,0,
807,440127,2,440127,MONTHLY SELF STORAGE FEE,7,200502,202303,2,205,422,70302,703,219,4.1599998,350,91.157143,80.169998,42.120823,7030602,87,1,440127,52292,217,404,406,,EE,0,
808,440128,1,440128,HOME CARE ASSISTANT HRLY RATE,12,200502,202303,1,205,422,120400,1204,287,5.1500001,35,14.457376,14,4.4515338,12040003,765,,440128,23454,217,404,422,,TE,0,
809,440129,1,440129,PLAYGROUP FEES - PER SESSION,12,200602,202303,1,217,422,120400,1204,473,.5,41,8.5223675,8,4.6679521,12040001,1014,,440129,36927,205,448,454,,ON,0,
810,440130,1,440130,AFTER SCHOOL CLUB CHARGES,12,200602,201401,1,217,312,120400,1204,132,1.75,22,8.1877766,8,2.9115987,0,129,,440130,10653,95,848,870,,ES,0,
811,440131,1,440131,WATCH BATTERY REPLACEMENT,12,200902,202303,1,253,422,120301,1203,151,2,130,15.48884,8.9899998,18.370485,12030103,1308,,440131,36622,169,567,569,,NT,0,
812,440132,1,440132,MEN'S CLOTHING HIRE- SEE HELP,3,201402,202303,1,313,422,30104,301,125,28,180,71.091187,65,27.822149,3010402,886,,440132,9492,109,779,790,,LP,0,
813,440206,1,440206,NEWSPAPER ADVERT PER LINE,12,199502,200101,1,85,156,120700,1207,255,.15000001,28.76,3.3034585,2.2,3.279671,0,957,,440206,10239,71,940,952,,NE,0,
814,440215,3,440215,HOUSE CONVEYANCING,12,199702,200401,3,109,192,120700,1207,324,100,1590,379.10156,350,132.46252,0,22,0,440249,40990,83,893,894,,NG,0,
814,440215,3,440215,HOUSE CONVEYANCING,12,199702,200401,3,109,192,120700,1207,324,100,1590,379.10156,350,132.46252,0,23,0,440249,40990,83,893,894,,NG,0,
815,440217,1,440217,FULL STRUCTURAL SURVEY FOR RES,12,199502,199801,1,85,120,120700,1207,212,75,1200,379.49432,375,138.41148,0,687,,440217,6333,35,1096,1108,,ES,0,
816,440226,1,440226,HOME-BUYERS SURVEY-RSDNTL PPTY,12,199802,202303,1,121,422,120700,1207,534,80,1880,427.771,411.25,132.36018,0,779,,440226,59411,301,213,215,,TY,0,
817,440227,1,440227,FUNERAL-CREMATION,12,199802,202303,1,121,422,120700,1207,581,375,6410,2043.417,2018,830.37592,12070003,688,,440227,84260,301,213,213,,ON,0,
818,440232,1,440232,NURSERY FEES: CHILD 0-4,12,200102,202303,1,157,422,120400,1204,379,2.4000001,142,32.352074,28.5,17.734985,12040001,961,,440232,40149,265,260,275,,-4,0,
819,440233,1,440233,NEWSPAPER AD NON TRADE 20 WORD,12,200102,202108,1,157,403,120700,1207,376,.40000001,300,19.995548,15.9,16.305248,12070004,956,,440233,31653,246,319,319,,RD,0,
820,440240,1,440240,BASIC WILL FOR A SINGLE PERSON,12,200202,202303,1,169,422,120700,1207,330,11.75,881.25,148.06993,120,87.704285,12070002,170,,440240,24249,253,290,309,,ON,0,
821,440249,3,440249,HOUSE CONVEYANCING,12,200402,202303,3,193,422,120700,1207,376,56.919998,3720,692.50488,642,263.54001,,24,0,440249,40750,229,353,367,,NG,0,
822,440254,1,440254,HOURLY RATE FOR SOLICITOR,12,200502,202303,1,205,422,120700,1207,179,29.379999,672,229.00044,223.25,68.473061,12070002,786,,440254,19495,217,404,427,,OR,0,
823,510101,1,510101,MENS SUIT-READY MADE,3,198802,202201,1,1,408,30102,301,315,10,3400,160.53911,125,138.30797,3010201,922,,510101,103617,407,121,124,,DE,0,
824,510102,1,510102,MEN'S COAT,3,198802,200401,1,1,192,30102,301,292,.89999998,750,88.571701,75,61.95496,0,887,,510102,26486,191,496,518,,AT,0,
825,510104,1,510104,MENS JACKET/COAT,3,198802,202303,1,1,422,30102,301,336,3,1625,63.3689,41.299999,71.563278,3010201,915,,510104,112472,421,1,29,,AT,0,
826,510105,1,510105,MEN'S TROUSERS,3,198802,199701,1,1,108,30102,301,319,4.9899998,150,24.883902,22.5,9.8917913,0,908,,510105,33445,107,791,798,,RS,0,
827,510106,1,510106,MENS JEANS,3,198802,202303,1,1,422,30102,301,331,2.4000001,565,34.123367,24.99,29.964964,3010201,916,,510106,124029,421,1,13,,NS,0,
828,510107,1,510107,MEN'S CARDIGAN,3,198802,199701,1,1,108,30102,301,299,4.9899998,349,25.806274,23.950001,13.944416,0,882,,510107,22644,107,791,805,,AN,0,
829,510108,1,510108,MEN'S JUMPER-KNITTED,3,198802,202303,1,1,422,30102,301,336,2.5,779,31.158234,20,31.352959,3010201,894,,510108,115495,421,1,23,,ED,0,
830,510109,1,510109,MEN'S FORMAL SHIRT-LONG SLEEVE,3,198802,202303,1,1,422,30102,301,337,1,605,23.121281,15,23.037004,3010201,890,,510109,128212,421,1,9,,VE,0,
831,510110,1,510110,MEN'S T-SHIRT-NO COLLAR-LONG S,3,198802,199801,1,1,120,30102,301,248,.99000001,85,7.8806,6.9899998,4.865675,0,903,,510110,17283,119,748,759,, S,0,
832,510113,1,510113,MENS CASUAL S/SLEEVE TOP,3,199302,202303,1,61,422,30102,301,267,1.5,370,22.832636,15,20.88892,3010201,912,,510113,101642,361,144,144,,OP,0,
833,510114,1,510114,MEN'S T'SUIT/JOGGING BOTTOMS,3,199402,199701,1,73,108,30102,301,200,2.99,106,15.498827,14.99,7.0422149,0,901,,510114,8246,35,1096,1101,,MS,0,
834,510115,1,510115,MEN'S SUIT-READY MADE -2,3,199702,200101,1,109,156,30102,301,203,29.99,779,168.42352,140,91.635338,0,900,,510115,10551,47,1032,1046,,-2,0,
835,510116,1,510116,MEN'S BLAZER/FORMAL JACKET,3,199702,200301,1,109,180,30102,301,220,10,745,104.26393,85,62.380817,0,880,,510116,16779,71,940,945,,ET,0,
836,510117,1,510117,MEN'S FORMAL RDY-MADE TROUSERS,3,199702,202303,1,109,422,30102,301,242,4,690,40.147198,25,37.54665,3010201,889,,510117,94752,313,188,191,,RS,0,
837,510118,1,510118,MEN'S CASUAL TROUSERS,3,199702,202303,1,109,422,30102,301,241,2.99,620,34.561264,25,29.301229,3010201,885,,510118,92402,313,188,192,,RS,0,
838,510119,1,510119,MEN'S JEANS -2,3,199702,200101,1,109,156,30102,301,208,2.99,130,30.331799,25,16.069674,0,892,,510119,13045,47,1032,1037,,-2,0,
839,510120,1,510120,MEN'S JUMPER OR SWEATSHIRT,3,199702,202303,1,109,422,30102,301,240,2,790,32.87545,20,33.800346,3010201,893,,510120,88467,313,188,194,,RT,0,
840,510121,1,510121,MEN'S CASUAL SHIRT-LONG SLEEVE,3,199702,201101,1,109,276,30102,301,232,1.99,155,28.802488,25,20.378006,0,884,,510121,41090,167,579,586,,VE,0,
841,510122,1,510122,MEN'S TRACKSUIT/JOGGIN BOTTOMS,3,199702,202303,1,109,422,30102,301,224,2.99,135,23.925064,24.99,11.553499,3010201,906,,510122,59399,313,188,197,,MS,0,
842,510123,1,510123,MEN'S T-SHIRT-NO COLLAR-S/SLVD,3,199802,200201,1,121,168,30102,301,190,1,138,11.497701,8,9.060483,0,904,,510123,11579,47,1032,1043,,VD,0,
843,510124,1,510124,MENS SHORTS NOT SWIMWEAR,3,200004,202208,1,147,415,30102,301,193,1.99,385,25.882366,18,23.045504,3010201,920,,510124,29328,268,259,259,,AR,0,
844,510125,1,510125,MEN'S CASUAL SHIRT,3,200002,200601,1,145,216,30102,301,182,1.5,159,26.691902,22,19.575302,0,883,,510125,17656,71,940,944,,RT,0,
845,510126,1,510126,MENS BRANDED T-SHIRT,3,200202,202303,1,169,422,30102,301,182,2,105,16.834932,14.99,9.0811338,3010201,911,,510126,35547,253,290,302,,RT,0,
846,510127,1,510127,MENS OFFICIAL FOOTBALL SHIRT,3,200302,202303,1,181,422,30102,301,169,3.99,105,39.714802,39,14.161067,3010201,918,,510127,25344,241,320,345,,RT,0,
847,510128,1,510128,MEN'S BRANDED SPORT SWEATSHIRT,3,200402,202303,1,193,422,30102,301,170,3.9000001,145,32.563366,34.990002,16.795183,3010201,881,,510128,29201,229,353,380,,RT,0,
848,510129,1,510129,MEN'S 3/4 COAT NOT JACKET,3,200402,200601,1,193,216,30102,301,122,7,795,109.58459,79,93.645882,0,878,,510129,1948,23,1157,1189,,ET,0,
849,510130,1,510130,MENS 3/4 TO FULL LENGTH COAT,3,200602,202303,1,217,422,30102,301,164,4.9899998,2790,124.89172,85,137.95464,3010201,909,,510130,27599,205,448,462,,AT,0,
850,510131,1,510131,MENS CASUAL SHIRT,3,201102,202303,1,277,422,30102,301,159,2,590,34.012287,20,33.176712,3010201,913,,510131,49683,145,642,642,,RT,0,
851,510132,1,510132,MEN'S T-SHIRT SHORT SLEEVED,3,201302,202303,1,301,422,30102,301,147,1,395,15.559412,8,20.200447,3010201,902,,510132,40173,121,735,735,,ED,0,
852,510133,1,510133,MENS LOUNGEWEAR BOTTOMS,,202102,202303,1,397,422,,,129,3,665,31.388271,18,40.470215,,917,,510133,8051,25,1144,1146,,MS,0,
853,510134,1,510134,MENS FORMAL JACKET/BLAZER,,202202,202303,1,409,422,,,114,18,1535,143.05515,99.25,135.32298,,914,,510134,3702,13,1199,1205,,ER,0,
854,510191,1,510191,RES2 Mens jeans,,200502,200601,1,205,216,,,125,3,160,33.097805,25,27.277918,,1114,,510191,2775,11,1217,1227,,ns,0,
855,510192,1,510192,RES2 Mens jumper (knitted),,200502,200601,1,205,216,,,124,2.5,177,32.086105,20,25.924313,,1115,,510192,2249,11,1217,1245,,d),0,
856,510193,1,510193,RES2 Mens jumper or sweatshir,,200502,200601,1,205,216,,,126,3,169.95,30.790277,21.99,25.007919,,1116,,510193,2338,11,1217,1240,,ir,0,
857,510194,1,510194,RES2 Mens Branded Sp Swshirt,,200502,200601,1,205,216,,,96,4.79,55,26.887381,24.99,9.1683722,,1113,,510194,958,11,1217,1287,,rt,0,
858,510195,1,510195,RES1 Men's jeans,,200502,200509,1,205,212,,,123,3,159,32.913376,25,26.958776,,1097,,510195,2018,7,1299,1302,,ns,0,
859,510196,1,510196,RES1 Men's jumper (knitted),,200502,200509,1,205,212,,,121,2.5,177,32.126175,21.99,26.153543,,1098,,510196,1534,7,1299,1309,,d),0,
860,510197,1,510197,RES1 Men's jumper or sweatshir,,200502,200509,1,205,212,,,124,3,169.95,30.970037,22,24.834372,,1099,,510197,1588,7,1299,1308,,ir,0,
861,510198,1,510198,RES1 Men's Branded Sp Sshirt,,200502,200509,1,205,212,,,94,5.9899998,55,26.345587,24.99,9.1888685,,1096,,510198,698,7,1299,1315,,rt,0,
862,510201,1,510201,WOMEN'S SUIT,3,198802,199701,1,1,108,30102,301,314,9.9499998,689.95001,70.853363,59.990002,41.811836,0,1391,,510201,21999,107,791,806,,IT,0,
863,510202,1,510202,WOMEN'S SKIRT-WINTER FABRIC-1,3,198802,200101,1,1,156,30102,301,328,3.25,165,26.811409,22.99,15.664126,0,1384,,510202,21517,155,617,634,,-1,0,
864,510203,1,510203,WOMEN'S SKIRT SUMMER FABRIC-1,3,198805,200008,1,4,151,30102,301,327,3.99,149,21.332031,19.99,10.683517,0,1381,,510203,13959,147,640,640,,-1,0,
865,510204,1,510204,WOMEN'S OVERCOAT,3,198802,200601,1,1,216,30102,301,318,4,980,79.490646,69.989998,47.499039,0,1364,,510204,23150,215,429,443,,AT,0,
866,510205,1,510205,WOMEN'S RAINPROOF COAT/JKT,3,198802,200601,1,1,216,30102,301,318,2.99,745,63.32719,54.990002,42.623894,0,1368,,510205,36532,215,429,433,,KT,0,
867,510206,1,510206,WOMENS BLOUSE/SHIRT 1,3,198802,202303,1,1,422,30102,301,343,1.25,820,25.946335,19.99,27.395311,3010202,1401,,510206,112708,421,1,28,, 1,0,
868,510207,1,510207,WOMENS SHORT SLEEVE TOP,3,199404,201508,1,75,331,30102,301,333,1.5,585,23.830379,18,22.967951,3010202,1410,,510207,24567,256,289,289,,OP,0,
869,510208,1,510208,WOMEN'S FORMAL JACKET,3,198802,202303,1,1,422,30102,301,340,3,1590,56.301327,39.990002,58.889679,3010202,1349,,510208,111059,421,1,31,,ET,0,
870,510209,1,510209,WOMEN'S DRESS-MAN MADE FIBRE-1,3,198802,200101,1,1,156,30102,301,331,3.5,350,33.684437,29.99,21.514416,0,1342,,510209,36994,155,617,619,,-1,0,
871,510210,1,510210,WOMEN'S DRESS SUMMER FABRIC-1,3,199404,200007,1,75,150,30102,301,320,3.99,310,30.275564,27,16.681107,0,1340,,510210,7517,75,920,920,,-1,0,
872,510211,1,510211,WOMEN'S DRESS-WINTER FABRIC-1,3,198802,200101,1,1,156,30102,301,314,3.99,529,37.073578,30,24.526299,0,1344,,510211,14081,155,617,636,,-1,0,
873,510212,1,510212,WOMEN'S JUMPER,3,198802,202303,1,1,422,30102,301,341,1,520,24.103333,17.4,25.80006,3010202,1356,,510212,113547,421,1,24,,ER,0,
874,510213,1,510213,WOMEN'S TROUSERS -1,3,198802,200101,1,1,156,30102,301,330,3.99,170,23.000195,19.99,13.014782,0,1394,,510213,42539,155,617,618,,-1,0,
875,510214,1,510214,WOMEN'S JEANS -1,3,198802,200401,1,1,192,30102,301,322,4.79,165,25.284508,21.99,13.165299,0,1352,,510214,46628,191,496,502,,-1,0,
876,510215,1,510215,WOMENS BASIC PLAIN T-SHIRT,3,198802,202303,1,1,422,30102,301,339,.75,190,10.468347,7,10.142209,3010202,1399,,510215,92776,421,1,47,,RT,0,
878,510218,1,510218,WOMEN'S LEGGINGS,3,199402,200001,1,73,144,30102,301,242,.99000001,85,12.47289,10,6.3676972,0,1360,,510218,16711,71,940,946,,GS,0,
879,510219,1,510219,WOMEN'S CASUAL OUTER JACKET,3,199702,202303,1,109,422,30102,301,239,2.5,1390,56.393597,35.990002,68.102859,3010202,1336,,510219,82505,313,188,196,,ET,0,
